CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
CHAT: Mar 01 06:02:47 {name  = "Sniper 1-1 | Miles", ucid = "ce155dedd0e08bdde189e5a04a7a7683", ip = "107.87.136.128:31094", id = 17} said "thanks" to all
TEAM HIT: Mar 01 06:02:52 {players = {1 = {name  = "Nomit", ucid = "e1eccc00ac1efb2905132b6a9d2be0c4", ip = "24.11.125.33:58298", id = 3}1 = {name = Sniper 1-1 | Miles with CBU-97/CBU-105 SFW
CHAT: Mar 01 06:03:06 {name  = "Sniper 1-1 | Miles", ucid = "ce155dedd0e08bdde189e5a04a7a7683", ip = "107.87.136.128:31094", id = 17} said "yeah one more time for good measure" to all
CHAT: Mar 01 06:03:07 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "im going for the jets" to all
CHAT: Mar 01 06:04:10 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "so does the f16 auto jam bandits? i can't figure it out" to all
CHAT: Mar 01 06:04:16 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "39.42.64.173:51053", id = 7} said "no" to all
CHAT: Mar 01 06:04:40 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "ecm does work at all?" to all
CHAT: Mar 01 06:04:47 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "39.42.64.173:51053", id = 7} said "it has to carry an ecm suite" to all
CHAT: Mar 01 06:04:49 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "any RIOs want to fly together?" to all
CHAT: Mar 01 06:04:53 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "39.42.64.173:51053", id = 7} said "which it doesnt in dcs" to all
CHAT: Mar 01 06:05:04 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "Mithcell i could but im not on VC" to all
CHAT: Mar 01 06:05:15 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "right. so we dont have a jammer correcft?" to all
CHAT: Mar 01 06:05:22 {name  = "Cipher", ucid = "4a8a6df189c3f51fde134fd9ea093e18", ip = "39.42.64.173:51053", id = 7} said "not for the 16 as of yet" to all
CHAT: Mar 01 06:05:27 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "ok thnaks" to all
CHAT: Mar 01 06:05:28 {name  = "Sniper 1-1 | Miles", ucid = "ce155dedd0e08bdde189e5a04a7a7683", ip = "107.87.136.128:31094", id = 17} said "thanks for the tk Nomitz" to all
CHAT: Mar 01 06:05:50 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "it's ok hooker, as long as you can hear me" to all
CHAT: Mar 01 06:05:55 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "rgr" to all
CHAT: Mar 01 06:06:13 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "get on the server's discord and join the RIO channel at the bottom of the list?" to all
CHAT: Mar 01 06:06:30 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "sorry Mitchell" to all
CHAT: Mar 01 06:06:33 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said "actually i gotta gtg rn" to all
CHAT: Mar 01 06:06:37 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "ok np" to all
CHAT: Mar 01 06:06:38 {name  = "Hooker", ucid = "d895aa103fd36a262b992e34cb181ffb", ip = "66.27.72.105:12878", id = 9} said ":/" to all
CHAT: Mar 01 06:06:41 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "later hooker" to all
CHAT: Mar 01 06:06:43 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "nice flyin" to all
CHAT: Mar 01 06:07:05 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "inbound guda 15 100 fuel 6 nm" to all
CHAT: Mar 01 06:07:31 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "26nm" to all
CHAT: Mar 01 06:12:32 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "like them apples?" to all
CHAT: Mar 01 06:14:16 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "either of you gonna...get that plane over gudata?" to all
CHAT: Mar 01 06:14:22 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "no?" to all
CHAT: Mar 01 06:14:24 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "okay then" to all
CHAT: Mar 01 06:14:58 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "heres hopin sam gets it" to all
CHAT: Mar 01 06:15:04 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "thats a no" to all
CHAT: Mar 01 06:15:41 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "lmao" to all
CHAT: Mar 01 06:15:45 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "good hit LT.mich" to all
CHAT: Mar 01 06:15:54 {name  = "Nightmare 1-1 | Falinov", ucid = "0263de1f9a6ee77b60cdfbbcd7ea09f5", ip = "97.118.127.61:62094", id = 15} said "mitch*" to all
CHAT: Mar 01 06:17:04 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "huh?" to all
CHAT: Mar 01 06:17:27 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "oh i see" to all
TEAM HIT: Mar 01 06:25:53 {players = {1 = {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6}1 = {name = 12_BLUE_CVN73_EAST with F/A-18C Lot 20
TEAM HIT: Mar 01 06:25:53 {players = {1 = {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6}1 = {name = 12_BLUE_CVN73_EAST with F/A-18C Lot 20
CHAT: Mar 01 06:34:18 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "wtf i wasnt on fire and boom now i am lol" to all
CHAT: Mar 01 06:34:32 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "i think you clip the helo parked" to all
CHAT: Mar 01 06:34:45 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "damn lag" to all
CHAT: Mar 01 06:35:00 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "they also have oversized hit boxes" to all
CHAT: Mar 01 06:35:24 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "imma make this thing fly like a bird. for 2 hours or two seconds lol" to all
CHAT: Mar 01 06:35:41 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "lol" to all
CHAT: Mar 01 06:35:57 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "im gonna guess two seconds lol" to all
CHAT: Mar 01 06:35:57 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "you still have most of the wing left" to all
CHAT: Mar 01 06:36:36 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "lol" to all
CHAT: Mar 01 06:36:47 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "couldnt resist to try lol" to all
CHAT: Mar 01 06:37:00 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "points for trying" to all
CHAT: Mar 01 06:39:05 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "chat liked it at least. as i sang fly like a bird lol" to all
CHAT: Mar 01 06:39:40 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "I have the f 14 but havent figured it out other than just flight.. gotta give it a go eventually" to all
CHAT: Mar 01 06:40:06 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "best part is the walkman" to all
CHAT: Mar 01 06:40:48 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "im so tempted to get in it and then i do and the visability kills me. makes me go right back to f18" to all
CHAT: Mar 01 06:40:54 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "or f 16" to all
CHAT: Mar 01 06:41:02 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "f14 is the most fun headache ive had in life" to all
CHAT: Mar 01 06:41:49 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "i really wana figure out RIO as well. cause i could just drink alot of bourbon while being RIO lol" to all
CHAT: Mar 01 06:44:46 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "let me know when you figure it out. i need a rio" to all
CHAT: Mar 01 06:45:13 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "yeah any suggestions on where to start to figure it out?" to all
CHAT: Mar 01 06:45:45 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "manual, youtube" to all
CHAT: Mar 01 06:45:46 {name  = "E90pilot", ucid = "63e4fd6814f064fd9b4302dd775652bb", ip = "69.209.21.245:50192", id = 11} said "yea... rio seat not easy. Watch videos on it and take the tutorials" to all
CHAT: Mar 01 06:46:01 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "I;m E90 pilots drunk RIO. It's hard drunk lol" to all
CHAT: Mar 01 06:46:07 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "Chucks guides if you like reading" to all
CHAT: Mar 01 06:46:09 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "sounds good. I'll be giving it a go" to all
CHAT: Mar 01 06:46:10 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "I mean I think it's easy, and he yells at me a lot" to all
CHAT: Mar 01 06:46:25 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "yeah i love chuck guides. better than medical stuides to read any day lol" to all
CHAT: Mar 01 06:46:32 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "lol" to all
CHAT: Mar 01 06:46:43 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "I like bourbon and can sit in the back SOLD lol" to all
CHAT: Mar 01 06:46:51 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "Videos from Growling Sidewinder/Reapers is how I leaned how to do it" to all
CHAT: Mar 01 06:47:13 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "chucks guide is faster to me" to all
CHAT: Mar 01 06:47:20 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "you can read at your own pace" to all
CHAT: Mar 01 06:47:59 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "not right now, but I'm also happy to walk someone through it on discord. It's a lot of fun to RIO" to all
CHAT: Mar 01 06:48:37 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "i just bombed myself" to all
CHAT: Mar 01 06:48:42 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "nice" to all
CHAT: Mar 01 06:48:43 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "Jeep Rescue #1020 discord" to all
CHAT: Mar 01 06:48:47 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "with the space" to all
CHAT: Mar 01 06:48:50 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "sometime" to all
CHAT: Mar 01 06:49:05 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "thats kinda impressive to bomb yourself lol" to all
CHAT: Mar 01 06:49:19 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "dont you just pitch down really hard while releasing them?" to all
CHAT: Mar 01 06:49:20 {name  = "Sidewinder147", ucid = "b764abed10b29f385d00923c3d56a89c", ip = "96.59.59.4:53947", id = 8} said "killed the gyros and right engine" to all
CHAT: Mar 01 06:49:22 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "any rios want to fly with me?" to all
CHAT: Mar 01 06:49:34 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "man i wish the f-15e was out" to all
CHAT: Mar 01 06:49:38 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "its a shame razbam is doing it" to all
CHAT: Mar 01 06:49:46 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "they literally announced it 8 years ago" to all
CHAT: Mar 01 06:50:04 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "theres a good Viper joke to make Lt Mitchell" to all
TEAM KILL: Mar 01 06:50:30 {players = {1 = {name  = "Nomit", ucid = "e1eccc00ac1efb2905132b6a9d2be0c4", ip = "nil", id = 3}1 = {name = helicargo24 with CBU-97/CBU-105 SFW
CHAT: Mar 01 06:50:39 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "Well, i'd give him a call, but he never gave me his number." to all
CHAT: Mar 01 06:50:54 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "Dial 1-800-HolyShitItsViper" to all
CHAT: Mar 01 06:51:47 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "Top Gun 2 needs to come out sooner." to all
CHAT: Mar 01 06:51:49 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "el spongebob" to all
CHAT: Mar 01 06:51:57 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "top gun was a bad movie" to all
CHAT: Mar 01 06:52:05 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "spongebob movie was the best fighter jet movie" to all
CHAT: Mar 01 06:52:05 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "blasphemy!" to all
CHAT: Mar 01 06:52:16 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "hush your filthy mouth" to all
CHAT: Mar 01 06:52:20 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "heresy!" to all
CHAT: Mar 01 06:52:25 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "no but seriously its not that good" to all
CHAT: Mar 01 06:52:31 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "I feel the need.. The NEED FOR SPEED" to all
CHAT: Mar 01 06:52:36 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "im a pilot due to that movie" to all
CHAT: Mar 01 06:52:42 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "im a pilot due to my dad" to all
CHAT: Mar 01 06:52:50 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "Im in my 30s. Its the best we had lol" to all
CHAT: Mar 01 06:52:50 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "he flew f-15c's and destroyed tomcats" to all
CHAT: Mar 01 06:52:56 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "its so good bad" to all
CHAT: Mar 01 06:53:09 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "i can understand the nostalgic love for it i guess" to all
CHAT: Mar 01 06:53:30 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "thats all ya need lol. Nastalgic love" to all
CHAT: Mar 01 06:53:30 {name  = "Burrito", ucid = "4e348270f05a3bf76bd685fe39f866a6", ip = "73.183.148.137:51577", id = 13} said "i wwqas in it for the sex" to all
CHAT: Mar 01 06:53:41 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "And the song from Berlin" to all
CHAT: Mar 01 06:53:48 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "I mean wheres that kind of flight instructor when i needed it?" to all
CHAT: Mar 01 06:53:50 {name  = "MyFemurHurts", ucid = "8bf206f79653ad9a5a776ade3eef3191", ip = "98.210.75.237:56549", id = 14} said "Take my breasts away" to all
CHAT: Mar 01 06:54:28 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "i wish they made an f-15c movie" to all
CHAT: Mar 01 06:54:44 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "YES" to all
CHAT: Mar 01 06:55:02 {name  = "Jeep Rescue", ucid = "1e814a3acc7bc4d4fe89f8ee907c878c", ip = "174.51.87.221:49484", id = 6} said "dont worry tom C isnt too old yet lol" to all
CHAT: Mar 01 06:55:06 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "there is one, but it's a Korean movie, and there's not much flying in it." to all
CHAT: Mar 01 06:55:19 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "korea has the f-15c?" to all
CHAT: Mar 01 06:55:39 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "south korea" to all
CHAT: Mar 01 06:55:40 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "yeah." to all
CHAT: Mar 01 06:55:50 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "i remember when bridge of spies came out my dad was a u-2 pilot" to all
CHAT: Mar 01 06:55:52 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "we sell our shit to all the allies" to all
CHAT: Mar 01 06:55:54 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "and we had to go watch it" to all
CHAT: Mar 01 06:55:59 {name  = "Lt.Mitchell", ucid = "9dc22cfed0bb42167f1c17162f393e27", ip = "76.103.17.123:51637", id = 20} said "i mean, UAE has f35s" to all
CHAT: Mar 01 06:56:00 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "that movie actually wasnt all that bad" to all
CHAT: Mar 01 06:56:14 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "not alot of u-2 action though" to all
CHAT: Mar 01 06:57:04 {name  = "AwesomeAirplaneMemes", ucid = "ef558bbee0c554de080c39f4fb5fc886", ip = "99.135.33.168:60765", id = 2} said "oh my god what is that crater" to all
